SMILES,Kow,Kowwin,Wildman-Crippen LogP
C1=CC2CCC1C2,3.24,2.85,1.9725
O=C(O)C1CCNCC1,-3.05,-2.83,0.0706
O=C(O)C1CCCNC1,-2.89,-2.83,0.0706
Cc1ccc(C(C)C)cc1O,3.49,3.52,2.824020000000001
O=Cc1cccnc1,0.29,0.52,0.8940999999999999
COP(=S)(OC)Oc1ccc([N+](=O)[O-])c(Cl)c1,3.45,3.39,3.144300000000002
CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1,2.53,2.52,2.209039999999999
COc1cc(O)cc(OC)c1,1.64,1.67,1.4093999999999998
O=c1cc(CO)occ1O,-0.64,-1.25,-0.1622999999999999
O=C(O)CCc1ccccc1,1.84,2.29,1.7038
C(#Cc1ccccc1)c1ccccc1,4.78,4.02,3.086400000000001
O=C(O)Cc1ccc(C(=O)O)cc1,1.24,1.31,1.0118999999999998
O=C(O)CCc1ccc(O)cc1,1.16,1.81,1.4094
O=C(O)C=Cc1ccc(O)cc1,1.625,1.59,1.49
CCCCC(=O)CCCC,2.88,2.71,2.935900000000001
FCC1CO1,-0.16,0.31,0.3547
CC#CC,1.46,1.59,1.0296
C1COC1,-0.14,0.45,0.4067
CC(C)CC(=O)O,1.16,1.49,1.1171
Nc1ccncc1,0.32,-0.11,0.6638000000000001
Nc1ccccn1,0.48,0.53,0.6638000000000001
OCCCO,-1.04,-0.71,-0.6389
CC=CC#CC#CC=CC(=O)OC,2.45,2.97,1.2985
C1CSCCS1,0.77,1.38,1.4664
CCCCCCCCCCCCCCCCCCCC(=O)O,9.29,8.93,7.112700000000007
CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,6.98,8.07,6.216700000000006
CC(C)(O)C(F)(F)F,1.04,1.15,1.3196
CC12CC(O)C3C(CCC4(O)CC(O)CC(O)C34CO)C1(O)CCC2C1=CC(=O)OC1,-0.02,-1.9,-0.3667999999999998
C=C1C(=O)OC2C1CCC(C)C1(O)C=CC(=O)C21C,0.77,0.22,1.3904
CC1OC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)C(O)C(O)C1O,-0.48,-0.78,0.75
COC1CC(OC2CCC3(C=O)C4CCC5(C)C(C6=CC(=O)OC6)CCC5(O)C4CCC3(O)C2)OC(C)C1O,0.64,-0.09,2.433299999999999
COc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,1.85,1.93,2.1011
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,4.27,5.17,4.654600000000005
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,2.03,2.79,1.6393
C=C1C(=O)OC2C1CCC(C)C1C=CC(=O)C12C,1.03,1.73,2.2755
CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,4.74,3.99,3.7924000000000015
COP(=O)(OC)OC,-0.65,-0.6,1.0337
CCCOP(=O)(OCCC)OCCC,1.87,2.35,3.3743000000000025
CC=C(C)C,2.67,2.64,1.9725
CCC(C)N,0.74,0.76,0.7435999999999998
CC(O)C(C)O,-0.92,-0.36,-0.252
CC1(O)CCC2C3CCC4=CC(=O)CCC4C3CCC21C,2.99,3.27,3.879200000000004
OC(CCN1CCCCC1)(c1ccccc1)C1CC2C=CC1C2,4.25,4.95,3.9624000000000033
CC1(C)C2CC=C(CO)C1C2,3.22,2.8,1.9711
CC(O)(C(=O)O)c1ccccc1,0.8,0.77,0.9787
Cc1cc(NS(=O)(=O)c2ccc(N)cc2)nc(C)n1,-0.33,0.76,1.47644
CCOC(=O)C(Cl)(Cl)Cl,2.39,2.22,1.9197
O=C(O)c1c(C(=O)O)c(C(=O)O)c(C(=O)O)c(C(=O)O)c1C(=O)O,1.5,-0.77,-0.1241999999999995
COc1cc2c(c(OC)c1OC)-c1ccc(=O)c(OC)cc1C(NC(C)=O)CC2,1.0,1.86,2.871600000000001
COc1cc(C2c3cc4c(cc3C(O)C3COC(=O)C23)OCO4)cc(OC)c1OC,2.01,0.74,2.4092
Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,4.8,4.47,4.486140000000003
O=[N+]([O-])c1ccc(O)c([N+](=O)[O-])c1O,2.1,1.25,0.9142
CC(=O)N(c1ccccc1)c1ccccc1,2.02,1.87,3.3712000000000018
O=C1c2ccccc2C(=O)N1c1ccccc1,2.4,2.01,2.4872000000000005
COc1ccc(-c2cc(=O)c3c(O)cc(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1O,0.14,-0.48,-1.0897000000000008
COc1ccc(C2CC(=O)c3c(O)cc(O)cc3O2)cc1O,2.6,2.44,2.518500000000001
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,3.1,2.67,2.5854000000000013
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.02,2.84,2.5768000000000004
CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,3.55,3.07,3.9591000000000034
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,4.77,5.47,5.019600000000005
CN(C)CCN1c2ccccc2Sc2ccccc21,4.2,4.07,3.850900000000003
O=c1ccc2ccc3occc3c2o1,2.08,2.06,2.539200000000001
CC(C)NCC(O)COc1cccc2ccccc12,3.48,2.6,2.577500000000001
CN1CCC=C1c1cccnc1,1.13,1.27,1.758
O=c1cc(-c2ccccc2)oc2ccccc12,3.56,3.51,3.4600000000000017
CCCCCCCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,3.32,3.09,1.9786
Nc1ccc(S(=O)(=O)Nc2ccnn2-c2ccccc2)cc1,1.52,1.54,2.2553
O=C1C=C(N2CC2)C(=O)C=C1N1CC1,0.18,0.07,-0.4628000000000001
Cc1cccc(C)c1C,3.66,3.63,2.611860000000001
Cc1cccc(O)c1C,2.48,2.61,2.00904
CC1=C(C)C(=O)C=CC1=O,1.23,1.34,1.0308
CC1=C(C)C(=O)C(C)=C(C)C1=O,2.23,2.44,1.811
Nc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,4.82,4.3,4.5358
Cc1cc(C)c(C)c(C)c1,4.1,4.18,2.9202800000000018
Cc1cc(C)c(O)c(C)c1,2.73,3.15,2.3174600000000005
CC1=CC(=O)C=C(C)C1=O,1.22,1.34,1.0308
O=C(O)c1cccs1,1.57,1.69,1.4463
O=[N+]([O-])c1ncc[nH]1,0.15,-0.12,0.3178999999999998
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(O)CC(C)C(=O)C(C)C(O)C1C,3.12,2.68,2.6707000000000045
Cc1ccccc1C(C)C,4.38,4.0,3.118420000000002
Cc1ccccc1C(N)=O,0.76,0.55,1.09392
O=[N+]([O-])c1ccccc1[N+](=O)[O-],1.69,1.63,1.503
CN(Cc1cnc2nc(N)nc(N)c2n1)c1c(Cl)cc(C(=O)NC(CCC(=O)O)C(=O)O)cc1Cl,-0.1,0.01,1.5752000000000006
Cc1ccccc1C#N,2.21,2.09,1.8667
Cc1ccccc1C=O,2.26,2.26,1.80752
OC1CCCc2ccccc21,1.98,2.42,2.0563
Oc1cccc2c1CCCC2,2.95,3.48,2.271000000000001
O=c1cc[nH]c2ccccc12,0.58,1.29,1.5280999999999998
O=C(O)C(CO)c1ccccc1,0.77,0.38,0.8471000000000002
NN(c1ccccc1)c1ccccc1,2.8,2.61,2.698400000000001
O=c1c2ccccc2nc2n1CCC2,1.07,1.16,1.3426999999999998
COC1=CC(=O)C=C(OC)C1=O,-0.06,0.23,0.1987999999999998
COc1cc(C(=O)O)cc(OC)c1O,1.04,1.04,1.1075999999999997
O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,5.25,5.15,4.147200000000001
COc1ccccc1OCC(O)COC(N)=O,0.61,-0.26,0.5302000000000002
COc1ccc(-c2cc(=S)ss2)cc1,3.82,3.29,4.214690000000001
CC(=O)Nc1ccccc1Cl,1.28,1.18,2.2984
CC(=O)Oc1ccccc1C,1.93,2.14,1.92032
Cc1ncsc1CCCl,2.12,2.83,2.23282
Oc1ccccc1I,2.65,2.68,1.9968
CN1CSC(=S)N(C)C1,0.63,0.94,0.7967
O=c1cccccc1O,0.53,0.38,0.7524
CNC(=S)NC,-0.24,-0.38,-0.2899000000000002
Cc1ccco1,1.85,1.91,1.58802
S=c1ccss1,1.58,1.45,2.53909
CC1=NCCN1,0.52,0.63,0.008
Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,2.13,2.27,1.5170200000000005
COc1cc(C(O)CO)ccc1O,-0.58,-0.22,0.4264999999999999
O=C(O)C1CCCCN1,-2.31,-1.65,0.2130999999999996
Cc1cccc(C(C)C)c1,4.5,4.0,3.118420000000002
O=C(O)c1cccc(Cl)c1,2.68,2.52,2.0382
NNC(=O)c1ccc(Cl)cc1,1.18,1.02,0.9435
C=C(C)C1CC=C(CO)CC1,3.17,3.36,2.2813
CC(C)c1ccc(C(=O)O)cc1,3.4,3.33,2.5082000000000004
C#Cc1ccccc1,2.53,2.26,1.6679000000000002
CCc1ccncc1,1.65,1.84,1.644
CCc1cccnc1,1.66,1.84,1.644
O=Ic1ccccc1,-1.61,-1.46,2.1724
COc1cccc(N)c1,0.93,1.16,1.2774
CNC(C)Cc1ccccc1,2.07,2.22,1.837
NNC(=O)Nc1ccccc1,0.16,-0.38,0.6818
CC(=O)NC(Cc1ccc(O)cc1)C(=O)O,1.32,0.62,0.5239999999999998
O=[N+]([O-])c1cccc(SSc2cccc([N+](=O)[O-])c2)c1,4.06,3.94,4.302400000000002
CC(=O)Nc1cccc(C)c1,1.68,1.65,1.95342
NC(=O)NCc1ccccc1,0.73,0.62,0.8548999999999998
OCC(O)COc1ccccc1,0.7,0.86,0.4186000000000001
C(=Nc1ccccc1)c1ccccc1,2.82,3.2,3.4372000000000016
CCCCCc1ccccc1,4.9,4.5,3.4193000000000024
CNCCC=Cc1cccnc1,1.13,1.61,1.7043
COCc1ccccc1,1.92,1.77,1.833
CC(=O)Nc1ccc(Cl)cc1,2.09,1.74,2.2984
N=C(N)NN=C1C=CC(=NNC(N)=S)C=C1,1.23,1.4,-0.8593299999999997
CCOCc1ccccc1,2.16,2.27,2.2231000000000005
Fc1ccc(F)cc1,2.13,2.39,1.9648
Nc1ccc(I)cc1,2.34,2.24,1.8734
Oc1ccc(I)cc1,2.91,2.68,1.9968
OCCBr,0.23,0.2,0.3736
CCCCl,2.04,2.07,1.6352
ClC=CCl,2.0,1.98,1.9352
N#CCN,-1.37,-1.11,-0.53132
CC(=O)OC(C)(C)C,1.76,1.74,1.348
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,9.06,9.08,4.310400000000003
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,8.03,7.93,3.5920000000000023
CCCC(N)=O,-0.21,-0.18,0.2718000000000001
O=C1C=CC(=O)N1,-0.29,-0.12,-0.8010000000000002
Clc1cccc(Cl)c1,3.53,3.28,2.993400000000001
CCOC(=O)NC(O)C(Cl)(Cl)Cl,1.84,1.76,1.4211
O=C1CCCCO1,-0.35,0.19,0.7135
CC(C)CCC#N,1.54,1.75,1.94618
ClC=CCCl,2.043333333333333,2.29,1.9777
N#CCCCl,0.18,0.6,1.13888
CCN=C=S,1.47,1.79,1.1091
CCCCCC(C)O,2.31,2.24,1.9475
CCCCCCl,2.73,3.05,2.415400000000001
CC(C)CCO[N+](=O)[O-],2.84,2.65,1.2408
CC(C)CCOCCC(C)C,4.25,3.85,3.095200000000002
N#CCCCC#N,-0.72,-0.14,1.20386
C1=CC=CCC=C1,2.63,3.02,2.0587
CCCCCCCCCCCCCC(=O)O,6.11,5.98,4.772100000000004
N#CC(Cl)(Cl)Cl,2.09,1.21,1.88018
CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)C(O)CC12O,1.6,1.6,2.575100000000001
CC1OC(OC2CCC3(C)C(CCC4C3CCC3(C)C(C5=CC(=O)OC5)C(O)CC43O)C2)CC(O)C1O,1.77,0.67,2.4560999999999997
O=P(N1CC1)(N1CC1)N1CC1,-0.62,-0.56,0.0413000000000001
C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,1.47,1.77,1.2935
C=C1C(=O)OC2CC3(C)CCCC(C)C3=CC12,3.38,3.27,3.240600000000001
CC(=O)NO,-1.59,-1.29,-0.4882999999999999
Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1,0.35,0.09,0.7169999999999999
CC(CCC(=O)O)C1CCC2C3C(O)C(O)C4CC(O)CCC4(C)C3CCC12C,2.8,3.52,3.4487000000000023
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],0.96,0.98,1.4636000000000011
O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1,3.5,3.46,3.6784000000000026
CN1C(=O)c2ccccc2C1=O,1.31,1.51,0.9124
S=C=Nc1cccc2ccccc12,4.34,4.51,3.5741000000000014
CCCCCC(O)C=CC1C(O)CC(O)C1CC=CCCCC(=O)O,4.39,4.03,3.0429000000000017
CCC(Oc1ccccc1)C(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,2.65,2.78,1.4756999999999998
Cc1ncc([N+](=O)[O-])n1C,0.31,0.97,0.6367199999999998
CC(=O)c1ccccc1N,1.63,1.57,1.4714
O=C(O)c1ccccc1[N+](=O)[O-],1.46,1.35,1.293
CC(=O)Nc1ccccc1[N+](=O)[O-],1.0,1.07,1.5531999999999997
O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,2.02,2.13,2.2155
Cn1cnc2[nH]c(=O)[nH]c(=O)c21,-0.89,-0.6,-1.0501
CN(c1ccccc1)c1ccccc1,3.9,3.84,3.454500000000002
O=C(c1ccco1)C(O)c1ccco1,0.54,0.33,1.7889
O=Cc1ccccc1[N+](=O)[O-],1.74,1.53,1.4073
O=C1CCc2ccccc2N1,1.34,1.53,1.5713
CCCOc1ccc([N+](=O)[O-])cc1NC(C)=O,1.6,2.14,2.3420000000000005
c1cc(-c2ccncc2)ccn1,1.28,1.38,2.1435999999999997
ClCCN(CCCl)c1ccccc1,2.9,3.04,2.970600000000001
CC(C)CCC(=O)c1ccoc1,2.76,2.93,2.898500000000001
COC(=O)C(=O)OC,-0.17,-0.58,-0.6676000000000002
CC1=CC(=O)C=CC1=O,0.72,0.79,0.6407
Nc1ccc(Cl)cc1Cl,2.78,2.37,2.575600000000001
CCC(=O)OC,0.84,0.86,0.5694
Cc1cccs1,2.33,2.36,2.05652
CC(=O)N=c1sc(S(N)(=O)=O)nn1C,0.13,0.33,-1.4237999999999986
CC1=CC2C(CC1)C2(C)C,4.44,4.61,2.9987000000000013
O=[N+]([O-])c1cccc(O)c1,2.0,1.91,1.3004
COc1cccc([N+](=O)[O-])c1,2.16,1.89,1.6033999999999995
O=Cc1ccc([N+](=O)[O-])cc1,1.56,1.53,1.4073
N#CCc1ccc([N+](=O)[O-])cc1,1.37,1.38,1.66088
CCCCN(C)C(=O)Nc1ccc(Cl)c(Cl)c1,4.1,4.15,4.257200000000003
N#CC(C#N)=NNc1cccc(Cl)c1,3.38,3.15,2.15506
CC(=O)Nc1ccc(C(=O)O)cc1,1.31,0.98,1.3432
COC(=O)CC(C)C,1.82,1.77,1.2055
NCC(=O)NCC(=O)NCC(=O)O,-2.68,-2.92,-2.737899999999999
NCC(=O)NCC(=O)O,-2.92,-2.09,-1.854099999999999
OCC1CO1,-0.95,-1.09,-0.6225
CN=C=S,0.94,1.3,0.7190000000000001
C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1,6.74,6.79,2.873600000000001
CCOP(C)(=O)SCCSCC,1.48,1.52,3.3321000000000023
N=C(N)N[N+](=O)[O-],-0.89,-1.72,-1.3388299999999995
O=c1nccc[nH]1,-1.62,-0.66,-0.2300999999999999
CCCOC,1.21,1.05,1.0428
CCCC(=O)OCC(O)CO,-0.17,-0.26,-0.3171000000000004
C=C(C)Cl,2.0,2.17,1.7588
BrC(Br)(Br)Br,3.42,2.8,3.1773
CS(=O)(=O)F,0.55,0.96,-0.0844999999999999
CC(=O)Oc1ccc2c3c1OC1C(OC(C)=O)C=CC4C(C2)N(C)CCC341,1.58,1.8,1.9886
C=CCC1(CC(=C)Br)C(=O)NC(=O)NC1=O,1.37,1.71,1.2135999999999998
CCOC(=O)C1(c2ccccc2)CCN(CCC(O)c2ccccc2)CC1,4.04,4.18,3.7070000000000025
CC1=CCC(O)(C(C)C)CC1,3.26,3.33,2.5037000000000003
CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,5.07,5.0,5.005300000000004
CC(=O)C(C)C,0.84,0.67,1.2314
C1OC1C1CO1,-0.4,-0.58,-0.2159999999999999
CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)=C(O)C(N(C)C)C3C(O)C21,-0.02,-1.36,-0.3475999999999986
CC1(C)C2CC=C(C=O)C1C2,2.98,2.78,2.1777
CC(C)C(=O)C(C)C,1.86,1.58,1.8675
Cc1cccc2cccc(C)c12,4.26,4.26,3.456640000000002
CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccccc2)cc1.[Cl-],0.62,0.8,1.3976000000000008
Cc1ccc(C)c2ccccc12,4.37,4.26,3.456640000000002
Oc1ccc(O)c2ccccc12,1.9,2.21,2.2509999999999994
Cc1cccc2c(C)cccc12,4.38,4.26,3.456640000000002
O=[N+]([O-])c1cccc([N+](=O)[O-])c1O,1.37,1.73,1.2086000000000003
Cc1ccc2ccccc2c1C,4.31,4.26,3.456640000000002
ON=C(c1ccccc1)c1ccccc1,3.2,3.64,2.9132000000000016
Cc1ccc2cccc(C)c2c1,4.44,4.26,3.456640000000002
Oc1ccc2cccc(O)c2c1,1.94,2.21,2.251
Cc1cc(C)c2ccccc2c1,4.42,4.26,3.456640000000002
Oc1cccc(Cl)c1Cl,2.84,2.8,2.699
Cc1cccc(C)c1O,2.36,2.61,2.00904
O=[N+]([O-])c1ccccc1Br,2.52,2.7,2.3573000000000004
CC(=O)c1ccccc1C(=O)O,0.81,1.21,1.5874
CC(=O)c1ccccc1[N+](=O)[O-],1.28,1.49,1.7974
Nc1cccc2nc3ccccc3cc12,2.47,2.4,2.9702
Nc1cccc2cc3ccccc3nc12,3.26,3.2,2.970200000000001
CCc1ccccc1N,1.74,2.11,1.8312
COc1ccccc1Br,2.86,2.96,2.4577
COc1ccccc1C,2.74,2.62,2.00362
Nc1cccc2cccnc12,1.79,2.03,1.817
Oc1cccc2ncccc12,1.85,1.66,1.9404
Nc1ccnc2ccccc12,1.63,1.23,1.817
O=c1c2ccccc2nc2ccccn12,2.08,1.22,1.8477
CC(=O)N(C)c1ccccc1,1.12,0.93,1.6693
CN(C(=O)C(Cl)Cl)c1ccc(O)cc1,1.78,1.17,2.1587
OC(c1ccccc1)C(O)c1ccccc1,1.91,2.07,2.4536000000000007
NN(C(=O)c1ccccc1)c1ccccc1,2.3,1.3,2.2071
CC(=O)N(C)c1ccc(O)cc1,0.61,0.1,1.3749
COc1ccccc1C(C)=O,1.82,1.75,1.8978
COc1ccccc1C(=O)O,1.59,1.61,1.3934
O=C(Nc1ccccc1C(=O)O)c1ccccc1,3.54,3.59,2.637100000000001
COC(=O)c1ccccc1OC(C)=O,1.46,1.42,1.3985
Nc1ccc2ncccc2c1,1.28,1.23,1.817
Oc1ccc2ncccc2c1,1.8,1.66,1.9403999999999997
Nc1cnc2ccccc2c1,1.63,1.23,1.817
Oc1cnc2ccccc2c1,2.08,1.66,1.9404
Oc1ccc2cccnc2c1,1.98,1.66,1.9404
Nc1ccc2ccccc2n1,1.87,1.87,1.817
Oc1cccc(-c2ccccc2)c1,3.23,3.28,3.059200000000001
CCOc1ccccc1NC(C)=O,1.49,1.11,2.0437
Nc1ccc2nc3ccccc3cc2c1,2.62,2.4,2.970200000000001
Nc1ccc2cc3ccccc3nc2c1,2.77,2.4,2.970200000000001
Cc1cc2ccccc2cc1C,4.4,4.26,3.456640000000002
Cc1ccc2cc(C)ccc2c1,4.31,4.26,3.456640000000002
Oc1ccc2cc(O)ccc2c1,1.9,2.21,2.2509999999999994
c1ccc(-c2ccncc2)nc1,1.58,1.38,2.1435999999999997
c1ccc(-c2cccnc2)nc1,1.46,1.38,2.1435999999999997
CC(=O)OC(OC(C)=O)c1ccccc1,1.62,1.55,1.8114
O=[N+]([O-])c1ccc2ccccc2c1,3.24,2.99,2.748000000000001
O=C(O)Cc1ccc2ccccc2c1,2.81,2.6,2.4669000000000008
Cc1cc2nc[nH]c2cc1C,2.35,2.33,2.17974
S=c1[nH]c2ccccc2[nH]1,1.66,1.93,2.22549
Brc1ccccc1Br,3.64,3.77,3.2116000000000007
Oc1cc(Cl)ccc1Cl,3.06,2.8,2.699
CCC(O)CC,1.21,1.26,1.1673
C=CCC1=C(C)C(OC(=O)C2C(C=C(C)C)C2(C)C)CC1=O,4.78,5.52,4.002000000000003
C=C(C)C(=O)OC(C)(C)C,2.54,2.64,1.9042
CC(C)(C)c1cccc(O)c1,3.3,3.42,2.689700000000001
CC(C)(C)c1cccc(C(C)(C)C)n1,4.14,4.62,3.6766000000000014
CC(=O)c1cccc(C)c1,2.15,2.22,2.19762
O=C(O)c1cccc(Br)c1,2.87,2.76,2.1473000000000004
O=[N+]([O-])c1cccc(Br)c1,2.64,2.7,2.3573000000000004
O=[N+]([O-])c1cc(O)cc([N+](=O)[O-])c1,2.36,1.73,1.2086
COc1cccc(C(C)=O)c1,1.84,1.75,1.8978
COc1cccc(C(=O)O)c1,2.02,1.96,1.3934
CC1=CCC(=C(C)C)CC1,4.47,4.88,3.453000000000002
O=C(O)c1ccc(Br)cc1,2.86,2.76,2.1473000000000004
O=[N+]([O-])c1ccc(Br)cc1,2.55,2.7,2.3573000000000004
COCc1ccc([N+](=O)[O-])o1,0.89,0.96,1.3342
CC(=O)c1ccc(C(=O)O)cc1,1.61,1.55,1.5874
OCc1ccncc1,0.06,-0.11,0.5738999999999999
O=Nc1ccccc1,2.01,1.86,2.0845
OCc1ccccn1,0.06,-0.11,0.5739
Cc1cccc(CO)c1,1.6,1.62,1.48732
O=Cc1cccc(Cl)c1,2.26,2.35,2.1525
CN(C)C(=O)Nc1cccc(Cl)c1,2.0,2.03,2.4335000000000004
CC(=O)Nc1cccc(C(=O)O)c1,1.32,0.98,1.3432
O=C(O)COc1cc(Cl)cc(Cl)c1,2.84,2.62,2.4568000000000003
O=C(CCl)Nc1ccccc1,1.63,1.68,1.8639
CC(=O)Nc1cccc(Cl)c1,2.15,1.74,2.2984
COc1cccc(NC(C)=O)c1,1.3,1.18,1.6536
O=C(O)COc1ccc(Cl)c(Cl)c1,2.81,2.62,2.4568000000000003
O=C(O)COc1cccc(Cl)c1,2.03,1.97,1.8034
CC(=O)NCc1ccccc1,0.95,1.01,1.3227
CNCCc1ccccc1,1.91,1.8,1.4485
CCc1ccc(N)cc1,1.96,2.11,1.8312
Cc1ccc(CO)cc1,1.58,1.62,1.48732
NNc1ccc(Br)cc1,1.39,1.68,1.7347
CCCC(O)CCC,2.22,2.24,1.9475
CCCCC(O)CCC,2.68,2.73,2.3376
CCCCC(O)CC,2.24,2.24,1.9475
CC1CCC(O)CC1,1.79,2.05,1.5574
CC1CCC(=O)CC1,1.38,1.54,1.7656
Cc1cccc(Br)c1,3.41,3.43,2.7575200000000004
Nc1cccc(Br)c1,2.1,1.97,2.0313
Oc1cccc(Br)c1,2.63,2.4,2.1547
Cc1cncc(C)c1,1.78,1.9,1.69844
Nc1cccc(O)c1,0.21,0.24,0.9744
COc1cccc(C=O)c1,1.71,1.79,1.5076999999999998
CCOc1cccc(NC(C)=O)c1,1.82,1.67,2.0437
Oc1cc(Cl)cc(Cl)c1,3.62,2.8,2.699
Ic1ccccc1,3.25,3.16,2.2912
Nc1ccncn1,-0.25,-0.98,0.0588
CCCCC(C)=O,1.38,1.24,1.7656
CC(C)CN=C=S,2.82,2.7,1.7452
C=CCOC(C)=O,0.97,1.22,0.7355
C=CCC=C,2.48,2.52,1.7485
CCCCNC(N)=O,0.41,0.38,0.4548000000000002
CCCCOC(N)=O,0.85,0.96,0.8818000000000001
C=CCCCC,3.39,3.15,2.3626000000000005
C=CCCC=C,2.87,3.02,2.1386000000000003
C=CC=CCC,3.16,2.94,2.1386000000000003
CCCCCF,2.33,2.74,2.1461
C1=CCCC=C1,2.47,2.75,1.8926
C=CCCCCC,3.99,3.64,2.752700000000001
CCCCN=C=S,2.92,2.77,1.8893
CF,0.51,0.77,0.5857
C=CBr,1.57,1.52,1.5248
FCCl,0.51,1.03,1.1522
CCC(C)(C)Cl,2.52,2.94,2.4138
CC(C)(O)C(=O)O,-0.36,-0.2,-0.1581000000000001
NC(=O)C(Cl)(Cl)Cl,1.04,0.83,0.8418999999999999
CC(C)(C)[N+](=O)[O-],1.17,1.33,1.0616
COC1C(O)C(C)OC(OC2CCC3(C)C(CCC4C3CCC3(C)C4(O)CC(O)C34C=CC(=O)OC4)C2)C1O,0.59,0.8,2.080999999999998
CCC(C)(C)C(=O)O,1.9,1.94,1.5072
CC(C)(C(=O)O)C(=O)O,0.39,-0.37,0.1818
CCS(=O)(=O)CC,-0.59,-0.12,0.441
CCCS(=O)(=O)CCC,0.39,0.86,1.2212
BrC=C(Br)Br,3.2,2.18,2.97
OCC(Cl)Cl,0.37,0.29,0.7824
CNC(N)=O,-1.4,-1.09,-0.7155
CNC(N)=S,-0.69,-0.84,-0.5506
COC(N)=O,-0.66,-0.51,-0.2884999999999999
CCN(C)C,0.7,0.53,0.5679
CC(Br)C(=O)O,0.92,0.85,0.8544
CC(C)C(C)O,1.28,1.19,1.0232
CC(Cl)[N+](=O)[O-],1.1,0.63,0.8478999999999999
COC(=O)C(C)(C)C,1.83,1.74,1.2055
COC(=O)C(Cl)(Cl)Cl,2.03,1.73,1.5295999999999998
O=S(=O)(NO)c1ccccc1,0.48,0.25,0.3540999999999999
Cc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0.34,0.21,1.1680199999999998
CCC(C)[N+](=O)[O-],1.2,1.36,1.0616
CC(C)N(N=O)C(C)C,1.38,1.18,1.7866
O=C(O)c1c(Br)cccc1Br,3.58,2.55,2.9098000000000006
O=[N+]([O-])c1c(O)cccc1O,1.56,1.43,1.006
O=[N+]([O-])c1cccc2cccc([N+](=O)[O-])c12,2.52,2.8,2.656200000000001
c1ccc(-c2c3ccccc3cc3ccccc23)cc1,6.01,6.11,5.660000000000005
O=[N+]([O-])c1c2ccccc2cc2ccccc12,4.78,4.16,3.901200000000002
O=[N+]([O-])c1ccc2c3c(cccc13)CC2,3.85,3.97,2.8466000000000014
CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,-0.77,-0.4,-1.1855
O=C(O)c1cccc([N+](=O)[O-])c1C(=O)O,0.75,0.89,0.9912
c1ccc(N(c2ccccc2)c2ccccc2)cc1,5.74,5.06,5.156400000000003
c1ccc(P(c2ccccc2)c2ccccc2)cc1,5.69,5.02,3.4448000000000016
Cn1ccc2ccccc21,2.72,2.6,2.1783
Oc1ccc(Cl)c2ccccc12,3.94,3.33,3.198800000000001
CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,0.63,-0.75,-0.3673999999999995
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,2.24,2.32,2.4479000000000006
