SMILES,Kow,Kowwin,Wildman-Crippen LogP,LogP model (Meylan-Kowwin)-prediction,LogP model (MLogP)-prediction,LogP model (ALogP)-prediction,mols,carboxylic acid,amide,ester,benzene,ketone,halogen,primary amine,secondary amine,tertiary amine,aliphatic hydroxyl,unbranched alkane >4,alkyl halide,nitrile,nitro,sulfide,sulfonamide,ether,aromatic hydroxyl,aromatic nitrogen,aromatic amine,aniline,phenol,bicyclic,rings,saturated rings,aromatic rings
Cc1ccc(O)c(-n2nc3ccccc3n2)c1,4.31,3.0,2.43452,2.25,2.34,3.39,<rdkit.Chem.rdchem.Mol object at 0x00000184B995EFF0>,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,1,1,3,0,3
COC(=O)C(Cc1ccc(O)cc1)NC(C)=O,0.33,0.99,0.6123999999999998,0.27,1.12,0.96,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F060>,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
CCCCCC(=O)NN,0.48,0.44,0.5566000000000002,-0.69,0.94,0.71,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F0D0>,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clc1ccc(Oc2ccc(Cl)cc2)cc1,5.25,5.34,4.785700000000002,5.34,4.47,4.72,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F140>,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2
O=c1c2ccccc2nc2n1CCCC2,1.52,1.65,1.7328,2.34,1.64,1.75,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F1B0>,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,2
COc1ncnc(NS(=O)(=O)c2ccc(N)cc2)c1OC,0.7,-0.24,0.8768000000000001,1.14,0.63,1.35,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F220>,0,0,0,1,0,0,1,1,2,0,0,0,0,0,0,1,2,0,2,0,2,0,0,2,0,2
COC(=O)c1ccncn1,-0.27,-0.22,0.2631999999999999,-0.22,0.12,0.34,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F290>,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,1
C#CCN,-0.43,-0.43,-0.4216999999999999,-0.16,0.2,0.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F300>,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NC(=S)c1ccccc1N,0.99,0.76,0.903,0.76,1.16,0.98,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F370>,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Cc1cccc(OCCN(C)C)c1,2.05,2.32,1.93542,2.32,2.22,2.44,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F3E0>,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
Clc1cncc(Cl)c1,2.56,2.09,2.3884000000000007,2.09,1.74,2.01,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F450>,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
Nc1ccc(C(=O)O)c(Cl)c1,1.33,1.26,1.6204,1.6,1.73,1.35,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F4C0>,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
COC(=O)c1ccccn1,0.36,0.32,0.8681999999999999,0.64,0.47,0.96,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F530>,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
COC(=O)c1ccncc1,0.87,0.64,0.8681999999999999,0.64,0.47,0.53,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F5A0>,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
COc1cc(Cl)c(Cl)cc1O,3.26,2.63,2.7076000000000007,2.88,2.43,2.88,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F610>,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
COP(=S)(OC)Oc1ccc([N+](=O)[O-])cc1Cl,3.58,3.39,3.144300000000001,4.05,2.1,2.84,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F680>,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
CC(=O)n1ccnc1,-0.34,-0.26,0.5432,-0.26,0.24,-0.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F6F0>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
Cc1cc2[nH]c(=O)c(=O)[nH]c2cc1C,1.34,1.41,0.8332400000000001,1.01,0.66,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F760>,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,0,2
CC(=O)C=Cc1cccc(F)c1,2.25,2.24,2.4279,1.95,2.78,2.09,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F7D0>,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CC(C)CCOC(=O)c1cc(O)c(O)c(O)c1,2.8,2.7,2.0063000000000004,2.28,1.6,2.46,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F840>,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,1,0,1
Nc1ccc(C(=O)O)c(Br)c1,1.49,1.5,1.7295,1.85,1.89,1.44,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F8B0>,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Cc1cc(C(=O)O)ccc1N,1.37,1.5,1.2754200000000002,1.5,1.47,1.17,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F920>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
Cc1cc(N)ccc1C(=O)O,1.14,1.16,1.27542,1.5,1.47,1.17,<rdkit.Chem.rdchem.Mol object at 0x00000184B995F990>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
C=CCOc1cc(N)ccc1C(=O)O,1.25,1.54,1.5317999999999998,1.88,1.46,1.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FA00>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CCCOc1cc(N)ccc1C(=O)O,1.53,1.68,1.7557999999999998,2.02,1.55,1.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FA70>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
COc1cc(N)ccc1C(=O)O,0.45,0.7,0.9756,1.04,0.93,0.67,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FAE0>,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CC12CCC(OS(=O)(=O)O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O,-0.14,0.39,3.4314000000000027,0.73,3.68,2.8,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FB50>,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,4,0
CNC(=S)N(C)C,0.1,-0.17,0.0523,-0.17,0.18,0.47,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FBC0>,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=[N+]([O-])c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,-0.515,-0.68,-1.2265000000000008,-0.68,-0.66,-0.45,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FC30>,0,0,0,1,0,0,0,0,1,4,0,0,0,1,0,0,2,0,0,0,0,0,0,2,1,1
C=C(C)C(=O)OCc1ccccc1,2.53,2.98,2.3059000000000003,2.98,2.59,2.75,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FCA0>,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CCOP(=S)(OCC)SCCS(=O)(=O)CC,1.87,1.83,2.4518000000000004,2.49,0.21,1.94,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FD10>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)SCCS(=O)CC,1.73,1.72,2.785700000000001,2.38,0.71,1.84,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FD80>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1c2ccccc2C(=O)c2c1ccc1ccccc21,4.4,4.52,3.6152000000000015,4.52,3.19,3.9,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FDF0>,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,3
Nc1cc[n+]([O-])c2ccccc12,0.05,0.08,1.0554,-0.68,1.7,0.48,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FE60>,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,0,2
CCOP(=O)(OCC)Oc1ccccc1,1.64,2.15,3.246500000000002,2.15,2.63,2.08,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FED0>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CN(C)P(C)(=O)N(C)C,-0.67,-0.33,0.9325,-0.33,0.57,-1.01,<rdkit.Chem.rdchem.Mol object at 0x00000184B995FF40>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1(C)C=Cc2ccccc2O1,3.31,3.66,2.870800000000001,3.66,2.75,2.62,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960040>,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1
C[n+]1cccc2ccccc21.[Br-],-2.64,-3.23,-1.3316999999999983,,,,<rdkit.Chem.rdchem.Mol object at 0x00000184B99600B0>,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,2
O=C(O)c1cc(Cl)ccc1[N+](=O)[O-],2.13,1.99,1.9464,2.34,2.15,1.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960120>,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
O=C(O)c1cc([N+](=O)[O-])ccc1Cl,2.03,1.99,1.9464,2.34,2.15,1.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960190>,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
O=C(O)C1CCN1,-2.84,-2.64,-0.5671000000000002,-3.81,-0.64,-0.64,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960200>,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
Cc1no[n+]([O-])c1C,0.23,0.22,-0.07516,0.47,0.34,-0.63,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960270>,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1
CCC1C(=O)NC(=O)NC1=O,-0.35,-0.34,-0.6214000000000002,-0.15,-0.44,-0.13,<rdkit.Chem.rdchem.Mol object at 0x00000184B99602E0>,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
CCN(CC)CCNc1ccc(C)c(Cl)c1,4.14,3.49,3.402120000000002,3.49,3.31,3.66,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960350>,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
NC(=S)c1ccc(Cl)cc1,2.4,2.32,1.9742,2.32,2.37,2.4,<rdkit.Chem.rdchem.Mol object at 0x00000184B99603C0>,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
CCOC(=O)c1ccccn1,0.87,0.82,1.2583,1.13,0.81,1.31,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960430>,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
CSc1cccc(NC(C)=O)c1,2.14,1.7,2.3669,1.65,2.21,1.49,<rdkit.Chem.rdchem.Mol object at 0x00000184B99604A0>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
CCCCc1ccc(O)c(O)c1,2.96,3.05,2.440400000000001,3.05,2.2,3.15,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960510>,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1
CCCCCc1ccc(O)c(O)c1,3.11,3.54,2.8305000000000025,3.54,2.49,3.61,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960580>,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1
COC(=O)c1ccc(Br)o1,1.84,1.84,1.8287,2.09,1.0,1.65,<rdkit.Chem.rdchem.Mol object at 0x00000184B99605F0>,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CCCCOP(=O)(OCCCC)Oc1ccccc1,4.27,4.11,4.806900000000004,4.11,3.74,4.04,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960660>,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
O=[N+]([O-])c1cccnc1,0.6,0.62,0.9898,0.62,0.22,0.57,<rdkit.Chem.rdchem.Mol object at 0x00000184B99606D0>,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
Cc1ccc2c(ccc3ccccc32)c1,4.86,4.89,4.301420000000002,4.89,4.51,4.13,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960740>,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3
CCCCCCCCCC[n+]1ccccc1.[Br-],-0.72,-0.15,1.1187999999999998,,,,<rdkit.Chem.rdchem.Mol object at 0x00000184B99607B0>,0,0,0,0,0,1,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
BrC1CC2CCC1C2,3.54,3.34,2.5699000000000005,3.68,3.06,2.59,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960820>,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,2,0
C=CCC1(CC(C)O)C(=O)NC(=O)NC1=O,-0.05,-0.09,-0.3142000000000007,0.1,0.01,-0.04,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960890>,0,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
COc1c(O)c(Cl)c(Cl)c(Cl)c1Cl,4.59,3.92,4.014400000000001,4.17,3.03,4.2,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960900>,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1
COc1c(O)c(OC)c(Cl)c(Cl)c1Cl,3.74,3.1,3.369600000000001,3.61,2.19,3.52,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960970>,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,1
COP(=S)(OC)SCC(=O)N(C)C=O,1.48,1.26,0.8516999999999998,0.6,-0.45,0.61,<rdkit.Chem.rdchem.Mol object at 0x00000184B99609E0>,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C#CCCC(C)=O,0.58,0.47,0.9888,0.73,1.33,1.52,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960A50>,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCO[Si](OCC)(c1ccccc1)c1ccccc1,4.92,4.0,2.3160000000000007,4.0,3.56,5.47,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960AC0>,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
FS(F)(F)(F)(F)c1ccccc1,3.36,3.41,4.344000000000001,1.99,3.37,2.67,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960B30>,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
O=C1CN=C(c2ccccc2F)c2cc([N+](=O)[O-])ccc2N1,2.15,2.09,2.5234000000000005,2.65,2.5,2.71,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960BA0>,0,1,0,2,0,1,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,3,0,2
CC1(C)CCCC(C)(C)N1[O],1.85,2.09,2.375000000000001,2.59,2.13,2.29,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960C10>,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
CN1C(=O)CC(=O)NC1=O,-0.85,-1.04,-0.9153000000000002,0.13,-0.81,-0.84,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960C80>,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C=C1C(=O)OC2C1CCC(C)C1(O)CCC(=O)C21C,0.83,0.15,1.6144,1.55,1.8,1.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960CF0>,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,3,3,3,0
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.85,2.16,1.3684999999999994,1.71,2.13,2.16,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960D60>,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,-0.02,3.45,2.0959999999999988,3.19,2.65,3.37,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960DD0>,1,2,0,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
Cc1cc(O)ccc1[N+](=O)[O-],2.48,2.46,1.60882,1.88,1.61,1.94,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960E40>,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
CCOP(=S)(OCC)SCS(=O)CC,1.78,1.83,2.7432000000000007,1.88,0.38,1.82,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960EB0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=S)(OCC)SCS(=O)(=O)CC,1.99,1.94,2.409300000000001,2.0,-0.12,1.92,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960F20>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=O)(OCC)SCS(=O)CC,1.78,1.76,2.626800000000001,1.76,0.38,0.92,<rdkit.Chem.rdchem.Mol object at 0x00000184B9960F90>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCOP(=O)(OCC)SCS(=O)(=O)CC,1.98,1.88,2.2929000000000004,1.88,-0.1,1.02,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961000>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CNC(=O)Oc1ccc(Cl)c(C)c1,2.57,2.36,2.36662,2.36,2.9,2.74,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961070>,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CCOc1nc(C(Cl)(Cl)Cl)ns1,3.37,3.6,2.7635000000000014,3.1,1.26,2.67,<rdkit.Chem.rdchem.Mol object at 0x00000184B99610E0>,0,0,0,0,0,3,0,0,2,0,0,3,0,0,0,0,1,0,2,0,0,0,0,1,0,1
CCCCCOC(=O)NC,1.96,1.92,1.5326,1.92,1.7,1.8,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961150>,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CCOC(=O)C(SP(=S)(OC)OC)c1ccccc1,3.69,3.47,3.5413000000000023,4.13,1.64,3.17,<rdkit.Chem.rdchem.Mol object at 0x00000184B99611C0>,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CC(=O)Oc1cccc2cccnc12,2.03,1.74,2.1601,1.58,1.94,1.78,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961230>,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0,2
CCOP(=O)(OCC)SCSCC,2.07,2.05,3.6113000000000026,1.6,1.3,2.04,<rdkit.Chem.rdchem.Mol object at 0x00000184B99612A0>,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
COC(=O)Nc1ccccc1,1.75,1.75,1.8649,1.75,2.01,1.59,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961310>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CN(C)c1ccc(C=C[N+](=O)[O-])cc1,2.67,2.12,2.0,2.12,2.21,1.97,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961380>,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
O=CNc1ccc(Cl)cc1,2.04,1.78,1.9083,2.69,2.3,1.67,<rdkit.Chem.rdchem.Mol object at 0x00000184B99613F0>,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
O=S(=O)(NS(=O)(=O)c1ccccc1)c1ccccc1,0.52,1.16,1.3537999999999997,1.84,2.21,2.4,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961460>,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2
CNC(=O)Oc1ccc(Cl)cc1,2.01,1.82,2.0582000000000003,1.82,2.59,2.26,<rdkit.Chem.rdchem.Mol object at 0x00000184B99614D0>,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CC(=O)Nc1cc(Cl)ccc1Cl,2.19,1.83,2.9518000000000004,2.39,2.78,2.28,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961540>,0,1,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
NC(=O)OCc1ccc(Cl)cc1,1.97,1.84,1.9353,1.84,2.33,2.06,<rdkit.Chem.rdchem.Mol object at 0x00000184B99615B0>,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CCN(CC)P(=O)(N(CC)CC)N(CC)CC,2.53,2.73,3.119900000000002,2.73,3.23,0.98,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961620>,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N#Cc1ccc2c(c1)N(CCCN1CCC(O)CC1)c1ccccc1S2,3.52,3.93,4.007780000000003,3.92,2.07,3.39,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961690>,0,0,0,2,0,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,2,0,2,4,1,2
CC(=O)Nc1ccc(OC(C)=O)cc1,1.05,0.7,1.5702999999999998,0.7,1.6,0.72,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961700>,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CNC(=O)Oc1ccccc1C(C)(C)C,2.65,2.82,2.702300000000001,3.08,3.2,2.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961770>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CNC(=O)Oc1ccc(C(C)(C)C)cc1,3.06,3.08,2.702300000000001,3.08,3.2,2.99,<rdkit.Chem.rdchem.Mol object at 0x00000184B99617E0>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
O=C(Nc1ccc(Br)cc1)c1ccccc1O,4.51,4.19,3.407000000000002,4.19,3.2,3.1,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961850>,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,2
CN(C(=S)c1ccccc1)c1ccccc1,3.12,3.49,3.4985000000000017,4.48,3.85,3.72,<rdkit.Chem.rdchem.Mol object at 0x00000184B99618C0>,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,2
OCCCc1ccncc1,0.58,0.87,1.0065,0.87,0.65,0.85,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961930>,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
CCc1ccc(OC(=O)NC)cc1,2.23,2.21,1.9672,2.21,2.63,2.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B99619A0>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CNC(=O)Oc1cc(C)cc(C(C)C)c1,3.1,3.18,2.836620000000001,3.18,3.2,3.27,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961A10>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CNC(=O)Oc1cccc(N(C)C)c1,1.43,1.35,1.4708,1.35,2.09,1.76,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961A80>,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1
CNC(=O)Oc1ccccc1C(C)C,2.31,2.37,2.528200000000001,2.63,2.92,2.79,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961AF0>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
CCc1ccccc1OC(=O)NC,1.93,1.95,1.9672,2.21,2.63,2.54,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961B60>,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
COP(=S)(OC)Oc1ccc(C#N)cc1,2.71,2.76,2.4543800000000005,3.14,1.03,2.16,<rdkit.Chem.rdchem.Mol object at 0x00000184B9961BD0>,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
