SMILES,Kow,Kowwin,Wildman-Crippen LogP
CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,4.22,3.89,4.515300000000004
OC(=O)C1C(C2CCC1O2)C(O)=O,1.91,1.89,-0.050800000000000234
[O-][N+](=O)c1cc2C(=NCC(=O)Nc2cc1)c1ccccc1,2.25,2.45,2.3843000000000005
CN(C)CCCN1c2ccccc2Sc2ccc(cc12)C(F)(F)F,5.54,5.52,5.259800000000004
Nc1[n]c(F)[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,-0.8,-1.18,-1.8409000000000002
CC(Oc1ccccc1)C(=O)N[C@H]1[C@H]2SC(C)(C)[C@H](C(O)=O)N2C1=O,2.2,2.29,1.0856
OC(=O)CNC(=O)c1ccccc1I,0.97,1.63,1.1055999999999995
OC(=O)[C@@H]1CCCN1,-2.54,-2.15,-0.177
O=C(O)c(c(S)ccc1)c1,2.39,2.22,1.6735
Oc1cccc2ccc[n]c21,2.02,1.66,1.9403999999999995
COc1cccc(C=O)c1O,1.37,1.83,1.2132999999999998
NS(=O)(=O)c1cc2c(cc1C(F)(F)F)NC=NS2(=O)=O,0.32,0.09,0.49530000000000046
c1[n]c(c[s]1)-c1[nH]c2ccccc2[n]1,2.47,2.0,2.6864
NC(Cc1ccc(cc1)N(CCCl)CCCl)C(O)=O,-0.52,-0.23,1.925
Sc1[n]c2ccccc2[s]1,2.42,2.86,2.585
O[C@H](CO)[C@@H](O)CO,-2.29,-2.11,-2.3071999999999995
CCCCC(CC)C(O)=O,2.64,2.96,2.2874
COC(OC)OC,0.25,-0.03,0.20920000000000005
OC(=O)c1cc(O)c(O)c(O)c1,0.7,0.86,0.5015999999999998
Nc1ccc(cc1)C(O)=O,0.83,0.96,0.9670000000000001
COc1cccc(O)c1,1.34,1.59,1.4007999999999998
CN(C)C(=O)Nc1ccc(Cl)cc1,1.94,2.03,2.4335000000000004
COc1ccc(O)cc1,1.58,1.59,1.4008
COc1ccc(cc1)OC,2.04,2.15,1.7038
COc1cc(ccc1)OC,2.21,2.15,1.7038
[Na+].CCCCCCCCCCCCOS([O-])(=O)=O,1.6,1.69,0.38809999999999967
FC(F)(F)C(Cl)Br,2.3,2.26,2.5084999999999997
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc31,3.48,4.25,3.6366000000000023
COc1[n]cc[n]c1NS(=O)(=O)c1ccc(N)cc1,0.7,0.64,0.8681999999999999
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,3.08,3.15,2.810800000000001
CC(=O)CC(C1=C(O)c2ccccc2OC1=O)c1ccc(cc1)[N+]([O-])=O,1.98,2.05,3.517800000000003
CC(=O)OCC1CS[C@@H]2[C@H](NC(=O)Cc3ccc[s]3)C(=O)N2C=1C(O)=O,-0.41,0.16,0.5922999999999994
Nc1cc2Cc3ccccc3-c2cc1,3.14,3.1,2.8400000000000007
C[C@@H](O)[C@@H](NC(=O)[C@@H]1C[C@@H](CCC)CN1C)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,0.2,0.29,-0.8569999999999971
O[C@H]1Cc2c(cc(O)cc2O)O[C@@H]1c1cc(O)c(O)cc1,0.51,1.18,1.5460999999999994
NC1NC(=S)c2[nH]c[n]c2N=1,-0.07,-0.31,0.5976899999999998
O=NN(CCCl)C(=O)NCCCl,1.53,1.44,1.157
Oc1ccc(CC(O)=O)cc1,0.75,0.95,1.0192999999999999
CCOc1ccc(N)cc1,1.24,1.65,1.6675
[Na+].CCCC([O-])=O,-3.2,-2.74,-3.459599999999999
Cl/C=C\Cl,1.975,1.98,1.9352
O=C1C=CN=C(S)N1,-0.28,-0.05,0.05860000000000004
NCCCO,-1.12,-1.12,-0.6724999999999999
c1c2ccc[n]c2c2ccc3cccc4ccc1c2c34,5.53,5.08,5.132200000000003
c1cc2ccc3ccc4ccc5ccc6ccc1c1c6c5c4c3c21,7.64,7.28,6.919200000000002
c1cc2ccc3cccc4c3c2c2c3c4cccc3ccc21,6.63,6.7,6.3282000000000025
c1c2cccc3ccc4cc5cccc6ccc1c(c56)c4c23,7.04,6.7,6.3282000000000025
c1c2ccc3cccc4c3c2c(c2ccccc21)c1ccccc14,7.71,7.28,6.890400000000004
c1cccc2c3ccccc3c3c(c21)c1ccccc1c1ccccc13,8.39,7.87,7.452600000000004
c1cc2cccc3c2c2c(cccc21)c1ccccc31,6.44,6.11,5.737200000000004
c1cc2ccc3c(ccc4ccccc43)c2c2ccccc21,7.11,6.7,6.299400000000004
c1ccc2c3c(cccc31)c1cccc3cccc2c31,6.25,6.11,5.737200000000003
c1cccc2c3c(ccc21)[s]c1ccccc13,5.19,5.34,5.207700000000003
c1c2c3c(cccc3-c3ccccc3-2)c2ccccc21,5.78,6.11,5.640400000000003
c1ccc2c3c(cccc31)-c1ccccc1-2,5.16,4.93,4.487200000000002
c1c2-c3cccc4cccc(c43)-c2cc2ccccc21,6.11,6.11,5.640400000000003
c1ccc2C=Cc3cccc1c32,3.94,3.94,3.3236000000000017
c1cc2c(ccc3c4ccccc4ccc23)c2ccccc21,7.11,6.7,6.299400000000004
c1c2c3ccc4ccccc4c3ccc2cc2ccccc21,7.11,6.7,6.299400000000003
c1c2c3ccccc3c3ccccc3c2cc2ccccc21,6.41,6.7,6.299400000000004
n5c2c(cc3c5c1c(c4c3cccc4)cccc1)cccc2,5.66,5.67,5.694400000000004
c1cccc2c1c1ccccc1c1ccccc12,5.49,5.52,5.146200000000003
c1cc2c3ccccc3ccc2c2ccccc21,5.81,5.52,5.146200000000003
c1cccc2c3ccc4[s]ccc4c3ccc21,5.35,5.34,5.207700000000003
c1c2ccc3ccccc3c2cc2c3ccccc3ccc21,6.54,6.7,6.299400000000004
c1c2c(ccc3ccccc32)[n]c2ccc3ccccc3c21,5.63,5.67,5.6944000000000035
c1c2ccc3ccccc3c2[n]c2c3ccccc3ccc21,6.45,5.67,5.6944000000000035
c4ccc3nc2ccc1ccccc1c2cc3c4,4.48,4.49,4.541200000000003
c1c2c(ccc3ccccc32)[n]c2c3ccccc3ccc21,5.73,5.67,5.6944000000000035
c1c2c3ccccc3ccc2cc2cc3ccccc3cc21,6.81,6.7,6.299400000000003
c1[n]c2ccccc2c2ccccc21,3.48,3.32,3.3880000000000017
c1cc2[n]cccc2c2ccc[n]c21,2.05,2.29,2.7830000000000004
c1cccc2c3ccccc3[n][n]c21,2.4,2.29,2.7830000000000004
c1cccc2ccc3ccc[n]c3c21,3.43,3.32,3.3880000000000017
c1cccc2c3cc[s]c3ccc21,4.41,4.17,4.054500000000002
c1cccc2ccc3cc[s]c3c21,4.55,4.17,4.054500000000001
C1c2c3ccccc3ccc2-c2ccccc21,5.4,5.19,4.411000000000003
c1ccc4c(c1)ccc5c3ccc2ccccc2c3nc45,6.4,5.58,
C1c2ccccc2-c2cc3ccccc3cc21,5.77,5.19,4.411000000000002
c1c2c3ccccc3oc2cc2ccccc21,5.05,5.23,4.739200000000002
c1c2c3ccccc3[s]c2cc2ccccc21,5.34,5.47,5.207700000000003
c1ccc2c(c1)nc3cnccc23,3.17,2.2,
C1c2ccccc2-c2[n]cccc21,2.96,3.06,2.6528
c1[n][n]cc2ccccc21,0.57,1.12,1.6298
c1cccc2[n][n]ccc21,0.93,1.12,1.6297999999999997
c1[n]c[n]c2ccccc21,1.0,1.12,1.6298
c1c2ccccc2[n]c2ccccc21,3.4,3.32,3.3880000000000017
c1cccc2Oc3ccccc3Oc21,4.3,4.34,3.584600000000001
c1cccc2Oc3ccccc3Sc21,4.54,4.58,3.943500000000001
c1c2[s]ccc2cc2ccccc21,4.5,4.17,4.054500000000002
n1ccc2ccsc2c1,1.74,1.96,2.2963000000000005
c1[n][nH]c2ccccc21,1.77,1.23,1.5629
c1cccc2occc21,2.67,2.54,2.4328000000000003
c1ccc2cnoc2c1,1.63,1.72,1.8277999999999999
c1cccc2[se]ccc21,3.19,2.88,1.8967999999999998
c1[n]ccc2[n]c[nH]c21,0.18,0.21,0.9578999999999998
c1cccc2[n]o[n]c21,1.69,1.9,1.2227999999999999
c1ccc2nsnc2c1,1.98,1.35,1.6912999999999998
c1cccc2[n][se][n]c21,1.64,1.24,0.6867999999999999
c1[n]c2ccccc2o1,1.59,1.72,1.8277999999999999
C1Oc2ccccc2O1,2.08,2.05,1.4153
c1cc[n]2ccccc21,2.49,2.58,1.9393
c1ccc2ccnc2n1,1.82,1.03,
c1cc2nnnn2cc1,-0.09,0.12,0.12429999999999986
c1:c:c:c2:c:c:c:c:c:c-2:1,3.2,3.38,2.7914000000000003
C1C2C3C4C1C4C32,2.9,2.55,1.1281
C1C2CCC1CC2,3.78,3.07,2.1965000000000003
C1C2CC3CC1CC(C2)C3,4.24,3.94,2.832600000000001
C1CCCC1,3.0,2.68,1.9505000000000001
c1cc[n][nH]1,0.26,0.06,0.4096999999999999
c1cco[n]1,0.08,0.21,0.6745999999999999
c1[nH]cc[n]1,-0.08,0.06,0.40969999999999995
N1N=NC=C1,-0.29,-0.01,-0.19529999999999997
c1c[n]o[n]1,0.16,0.72,0.06959999999999994
c1[n]cco1,0.12,0.21,0.6746
c1[n]cc[s]1,0.44,0.99,1.1431
c1[nH][n]c[n]1,-0.58,-0.76,-0.19529999999999997
c1[nH][n][n][n]1,-0.6,-1.58,-0.8003000000000002
c1ccc[n][n]1,-0.72,-0.06,0.4765999999999999
c1[n]ccc[n]1,-0.4,-0.06,0.4765999999999999
c1c[n]cc[n]1,-0.26,-0.06,0.4765999999999999
c1[n]c[n]c[n]1,0.12,-0.2,-0.12840000000000007
C1CCCCCC1,4.0,3.67,2.7307000000000015
C1CCCCCCC1,4.45,4.16,3.120800000000002
C1COCCOCCOCCO1,-0.04,-0.87,0.06640000000000001
COP(=S)(Oc1ccc(cc1)[N+]([O-])=O)OC,2.86,2.75,2.490900000000001
C/C(=C\C(=O)OC)/OP(=O)(OC)OC,0.13,0.76,1.4807
CCSCSP(=S)(OCC)OCC,3.56,3.62,3.727700000000003
CCSCCSP(=S)(OCC)OCC,4.02,4.07,3.7702000000000027
NC(=O)N1c2ccccc2C=Cc2ccccc12,2.45,2.25,3.3872000000000018
C(/C=C/c1ccccc1)N1CCN(CC1)C(c1ccccc1)c1ccccc1,5.77,5.44,5.1070000000000055
COP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OC,4.88,4.86,4.542900000000001
COP(=S)(NC(C)C)Oc1ccc(Cl)cc1Cl,4.3,4.46,4.241100000000003
COP(=O)(NC)Oc1ccc(cc1Cl)C(C)(C)C,3.42,3.3,3.9902000000000033
c1c(OC)c(O)ccc1CC(N)C(=O)O,-2.54,-1.94,0.3551999999999998
c(cccc1)(c1)CC=C,3.23,3.39,2.4151000000000007
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC,1.38,1.6,3.651200000000001
CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OC,6.29,7.59,5.748900000000005
CCS(=O)CCSP(=O)(OC)OC,-0.74,-1.03,1.8890999999999998
OC(O)C(Cl)(Cl)Cl,0.99,0.98,0.6672999999999998
NC(=O)C1(CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1)N1CCCCC1,3.91,3.57,3.6921800000000022
CC1CCCC(C)(C)C=1/C=C/C(/C)=C/C=C/C(/C)=C/C(O)=O,6.3,7.85,5.602600000000006
OC(=O)c1c(O)cccc1O,2.2,1.76,0.7959999999999998
CC(C)(O)[C@@](O)([C@H](C)OC)C(=O)OCC1=CCN2CC[C@H](OC(=O)/C(/C)=C\C)[C@H]21,1.28,2.43,0.9587999999999999
Oc1cccc(C(O)=O)c1O,1.2,1.15,0.796
C[C@@H]1Cc2c(C(=O)O1)c(O)c(cc2Cl)C(=O)N[C@@H](Cc1ccccc1)C(O)=O,4.74,4.41,2.5727
CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc12,5.19,5.65,4.528400000000004
OC(=O)CCCc1ccc(cc1)N(CCCl)CCCl,1.7,3.82,3.377900000000002
OC(=O)C(N)CCN,-4.64,-3.97,-1.2528999999999992
COc1cc(CC(O)=O)ccc1O,0.33,0.77,1.0278999999999998
N#CC(C#N)=NNc1ccccc1,2.67,2.5,1.50166
CC(=O)C=NO,0.34,0.34,0.03540000000000004
"ClC1(Cl)[C@@]2(Cl)[C@@H]3[C@@H]4C[C@@H](C=C4)[C@@H]3[C@]1(Cl)C(Cl)=C2Cl |&1:3,5,6,8,11,12|",6.5,6.75,5.270200000000002
FC(F)(F)C(F)(F)c1ccccc1,3.36,3.92,3.340700000000002
CCOP(=O)(Oc1ccc(cc1)[N+]([O-])=O)OCC,1.98,1.97,3.154700000000002
c1cc(N)ccc1S(=O)(=O)c2ccc(F)cc2,2.17,1.89,2.2407000000000004
FC(F)(F)c1[nH]c2ccccc2[n]1,2.67,2.2,2.5817000000000005
C1C(=O)C=C2CCC3C4CCC(C(=O)C)C4(C)CC(O)C3C2(C)C1,2.36,2.13,3.694300000000003
CC1NC(=O)N(C(C)CC)C(=O)C=1Br,2.11,1.68,1.57852
CN(C)c1c(C)cc(cc1C)OC(=O)NC,2.56,2.44,2.08764
Oc1[n]c[n]c2[nH][n]cc21,-0.55,-0.55,0.058499999999999885
FC(F)(F)c1cccc2ccc[n]c21,2.5,3.11,3.2536000000000014
ClC1C=CC(Cl)C(Cl)C1Cl,3.08,3.68,2.985800000000001
ClC1C=C(Cl)C(Cl)C(Cl)C1Cl,3.78,4.17,3.5523000000000007
Oc1ccc(Cl)cc1C(O)=O,3.09,2.89,1.7437999999999998
COc1ccccc1F,2.14,2.27,1.8342999999999998
Nc1c2ccccc2[n]c2CCCCc21,2.71,3.19,2.695800000000001
c1cc[n]c2[n]cc[n]c21,-0.04,0.09,1.0248
O=C1C=CNc2cc(ccc21)C(F)(F)F,2.05,2.63,2.5469
FC(F)(F)c1cc2[n]cccc2cc1,3.02,3.11,3.2536000000000005
O=C(CC(=O)c1ccc[s]1)C(F)(F)F,1.46,0.84,2.4523
[O-][N+](=O)c1cc2[nH]c([n]c2cc1)C(F)(F)F,2.68,2.02,2.4899000000000004
O=C(O)C(N)CCCC,-1.53,-1.52,0.5884999999999998
CCP(=S)(Oc1cc(Cl)c(Cl)cc1Cl)OCC,5.23,5.86,5.3915000000000015
Nc1cc(cc(c1)C(F)(F)F)C(F)(F)F,3.57,3.0,3.3064
CC(=O)Nc1ccc(cc1)S(=O)(=O)F,2.17,1.73,1.3032
[O-][N+](=O)c1ccc(cc1O)[N+]([O-])=O,1.75,1.73,1.2086000000000003
Nc1ccc(c[n]1)C(N)=O,0.7,-0.73,-0.23729999999999996
CN(C)C(=O)Nc1cccc(F)c1,1.37,1.58,1.9192000000000002
CN(C)C(=O)Nc1cc(Cl)c(Cl)cc1,2.68,2.67,3.086900000000001
CON(C)C(=O)Nc1cc(Cl)c(Cl)cc1,3.2,2.91,3.0185000000000013
CNC(=O)Oc1cc(cc(c1)C(C)C)C(C)C,3.79,4.08,3.651600000000003
OC(=O)Cc1cccc(F)c1,1.65,1.63,1.4528
OC(=O)C=Cc1cc(O)c(O)cc1,1.15,1.11,1.1956
CN(C)C(=O)Nc1ccc(F)cc1,1.13,1.58,1.9192000000000002
Cc1cc([n]c([n]1)C(C)C)OP(=S)(OCC)OCC,3.81,3.86,3.5847200000000026
CCCCCCCCCC(O)=O,4.09,4.02,3.2117000000000013
CCCCNC(=O)NS(=O)(=O)c1ccc(N)cc1,1.01,0.94,1.0568
CSc1[n]c[n]c2c1[n]c[n]2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,0.09,-0.42,-0.8403000000000003
CC(=O)Nc1ccc(Cl)cc1C(F)(F)F,1.98,2.14,3.3172000000000006
CC(=O)Nc1ccccc1C(F)(F)F,1.17,1.5,2.663800000000001
Fc1ccccc1CCl,2.67,2.99,2.5645000000000007
CN1C(CSCC(F)(F)F)Nc2cc(Cl)c(cc2S1(=O)=O)S(N)(=O)=O,1.9,1.0,1.655
OC(=O)COc1ccccc1F,1.39,1.53,1.2891000000000001
Nc1ccccc1F,1.26,1.28,1.4079
CC(=O)Nc1cc(c(Cl)cc1)C(F)(F)F,3.33,2.71,3.3172000000000006
CC(=O)Nc1c(F)ccc(C(F)(F)F)c1,2.24,1.7,2.802900000000001
OCc1cc(ccc1)C(F)(F)F,2.24,2.04,2.1977
OC(=O)COc1cc(ccc1)C(F)(F)F,2.36,2.29,2.1688
CC(=O)Nc1ccc(cc1)C(F)(F)F,2.52,2.06,2.663800000000001
CC(=O)c1ccc[n]c1,0.43,0.49,1.2842
[O-][N+](=O)c1ccc(F)cc1,1.8,2.01,1.7338999999999998
CC(=O)Nc1cccc(F)c1,1.65,1.3,1.7840999999999998
OC(=O)Cc1cc(ccc1)C(F)(F)F,2.62,2.39,2.3325000000000005
CC(=O)Nc1cc(ccc1)C(F)(F)F,2.56,2.06,2.663800000000001
CC(=O)Nc1ccc(F)cc1,1.47,1.3,1.7840999999999998
Fc1ccc(CCl)cc1,2.73,2.99,2.5645000000000007
Cc1ccc(F)cc1,2.58,2.74,2.1341200000000002
Fc1ccc(Cl)cc1,2.78,2.84,2.4791000000000007
COc1ccc(C(C)=O)c(O)c1,1.98,2.05,1.6034
OCCCCC(F)(F)F,1.15,1.75,1.7113
Cc1cc(F)ccc1,2.75,2.74,2.1341200000000002
CC(=C)C(=O)OCC(F)(F)F,1.56,2.18,1.6680000000000001
CCSCC,1.95,1.9,1.7593999999999999
NC(=O)C(F)(F)F,0.12,-0.11,0.03400000000000014
FC1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,2.91,2.84,3.8118
CC1(C)O[C@@]2([C@@H](C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]23C)O1)C(=O)COC(C)=O,3.19,2.77,2.9376000000000015
C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,3.61,3.91,3.5634000000000023
COc1cc2c(cc1OC)N1[C@H]3[C@@H]4[C@H](CC1=O)OCC=C1CN5CC[C@]23[C@@H]5C[C@@H]14,0.98,1.49,2.1097
CC(C)=CCN1CC[C@]2(C)[C@@H](C)[C@H]1Cc1ccc(O)cc21,4.64,5.03,3.8826000000000027
O=S1(=O)N=CNc2ccccc12,0.16,-0.27,0.8291
NC(=O)c1ccccc1C(F)(F)F,0.68,0.97,1.8043
O=C(NCC(=O)O)CCC(C(C(C(C(C(C(C(C1)CC(O)C2)(C2)C)C3)C1)C4)(C3O)C)C4)C,2.25,3.95,3.594100000000001
CC1Nc2ccccc2S(=O)(=O)N=1,0.29,0.37,1.2192
Nc1[n]c[nH]c1C(N)=O,-1.1,-1.47,-0.9092000000000005
CN(C)C(C)CN1c2cc(ccc2Sc2ccccc12)C(=O)CC,4.79,4.66,4.832100000000005
O=C1C=C(c2ccccc2)C(=O)C=C1,1.95,2.01,1.778
CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(O)=O)C(=O)C[C@H]1O,2.82,3.52,3.2511000000000014
Fc1c(F)c(F)cc(F)c1F,2.53,2.99,2.3821000000000003
COc1cc(N)c(Cl)cc1C(=O)NCCN(CC)CC,2.62,1.69,2.0024
[O-][N+](=O)c1cc(F)ccc1F,1.86,2.21,1.873
CC1NS(=O)(=O)c2cc(Cl)ccc2N=1,1.2,1.01,1.6818
c1ccc[n]c1-c1cccc[n]1,1.5,1.38,2.1435999999999993
Fc1ccccc1F,2.37,2.39,1.9647999999999999
Oc1ccccc1F,1.71,1.71,1.5312999999999999
Nc1cc(Cl)c(F)cc1,2.06,1.92,2.0613
Fc1cc(F)c(F)cc1,2.52,2.59,2.1039
Nc1ccc(F)cc1F,1.54,1.48,1.547
CNC(=O)CF,-0.83,-0.43,-0.29810000000000003
CC(C)S[C@@H]1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O,-1.26,-1.25,-1.0721000000000003
NNC(=O)c1cc[n]c(F)c1,-0.11,-0.61,-0.17580000000000062
C(c1c[n]ccc1)N1CCCC1,1.1,1.07,1.6774
N#CC(C#N)=NNc1ccc(cc1)OC(F)(F)F,3.68,3.55,2.4002600000000003
Nc1ccc(F)cc1,1.15,1.28,1.4079
Oc1ccc(F)cc1,1.77,1.71,1.5312999999999999
OCCF,-0.67,-0.2,-0.05180000000000007
N#CCC(O)=O,-0.76,-0.76,-0.015320000000000056
Fc1cc(F)ccc1,2.21,2.39,1.9647999999999999
Nc1cc(F)ccc1,1.3,1.28,1.4079
Oc1cc(F)ccc1,1.93,1.71,1.5312999999999999
Fc1c[n]ccc1,0.77,1.0,1.2207000000000001
Fc1cccc[n]1,0.84,1.0,1.2207
O=C(NCCCC(N)C(=O)O)N,-3.19,-3.93,-1.1531999999999982
FC(F)(F)C(O)C,0.71,0.69,0.9294999999999998
OCC(F)(F)C(F)(F)C(F)(F)F,1.94,1.91,1.8115999999999999
C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@H]1C(=O)CO,2.35,2.09,2.7808000000000015
CCOC(=O)C(F)(F)F,1.18,1.28,1.1118000000000001
[O-][N+](=O)c1ccccc1C(F)(F)F,2.58,2.77,2.613600000000001
COc1ccc(cc1)C(c1ccc(cc1)OC)C(F)(F)F,4.76,4.73,4.398000000000002
OC(=O)c1c(F)cccc1F,1.59,1.18,1.663
Cc1ccc2c([n]1)N(CC)C=C(C(O)=O)C2=O,1.59,1.64,1.42302
Fc1c(F)c(F)c(F)c(F)c1F,2.55,3.2,2.5212
[O-][N+](=O)c1cc(cc(c1Cl)[N+]([O-])=O)C(F)(F)F,2.5,3.24,3.1752000000000002
COC(=O)c1ccccc1F,1.82,2.03,1.6122999999999998
Fc1cccc2ccc[n]c21,2.19,2.34,2.3739
CC(=O)Nc1cccc(Cl)c1F,1.83,1.38,2.4375
Nc1[n]c(N)[n]c2[n]c(N)c([n]c12)-c1ccccc1,0.98,0.8,0.8333999999999995
CC(=O)Nc1ccccc1F,1.03,0.74,1.7840999999999998
[O-][N+](=O)c1cc(ccc1O)C(F)(F)F,2.34,2.87,2.3192
FC(F)(F)c1cc(ccc1)C(F)(F)F,3.83,3.92,3.7242000000000006
c1ccc(C(F)(F)F)cc1N=NN(C)C,3.78,3.37,3.2657000000000025
Oc1ccc(cc1)C(F)(F)F,2.82,2.48,2.4110000000000005
[O-][N+](=O)c1ccc(cc1)C(F)(F)F,2.55,2.77,2.613600000000001
[O-][N+](=O)c1cccc(F)c1,1.9,2.01,1.7339
COC(=O)c1ccc(F)cc1,2.28,2.03,1.6122999999999998
CC(=O)c1ccc(F)cc1,1.72,1.87,2.0282999999999998
N#Cc1cccc(F)c1,1.47,1.74,1.6973799999999999
O=C(Nc1ccccc1)C(F)(F)F,2.21,2.15,2.1874000000000002
OC(=O)COc1cccc(F)c1,1.48,1.53,1.2891000000000001
OC(=O)Cc1ccc(F)cc1,1.55,1.63,1.4528
OC(=O)COc1ccc(F)cc1,1.64,1.53,1.2891
NC#N,-0.82,-0.81,-0.57382
CC(=O)C(F)(F)F,0.2,0.18,1.1377
OCC(F)(F)C(F)(F)F,1.23,1.24,1.1763
FC(F)(c1ccccc1)C(F)(F)c1ccccc1,5.0,5.69,4.570400000000002
CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C,2.0,2.06,2.923300000000001
c1ccc(S(=O)(=O)C(F)(F)F)cc1,2.68,2.46,1.9801
CCOC(=O)C(F)(F)C(F)(F)F,2.12,2.25,1.7470999999999999
CC(=O)CF,-0.39,-0.29,0.5449
CC(=O)C(C)=O,-1.34,-1.34,0.1644000000000001
COC(=O)C(F)(F)F,0.6,0.79,0.7216999999999999
NS(=O)(=O)c1[n]c2ccccc2[s]1,1.33,1.5,0.9437
FC(F)(F)c1ccc(cc1)C(F)(F)F,3.83,3.92,3.7242000000000006
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@]2(O)C#C,3.11,3.44,3.8826000000000027
C[C@]12CC[C@@H]3[C@H]4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@@H]2O,2.62,2.82,3.4891000000000028
O=C(c1ccccc1)C(F)(F)F,2.15,2.09,2.4316000000000004
OC(=O)c1c(F)cccc1Cl,2.11,1.62,2.1773
CCC(C1=C(O)c2ccccc2OC1=O)c1ccccc1,3.62,3.79,4.040500000000002
CCC(=O)N(C1CCN(CCc2ccccc2)CC1)c1ccccc1,4.05,3.89,4.136700000000004
CN1C(=O)CN=C(c2cc(Cl)ccc12)c1ccccc1,2.82,2.7,3.1538000000000013
Cc1[n]ccc2c1[nH]c1cc(ccc21)OC,3.56,2.83,3.0331200000000003
Cc1ncc(N(=O)=O)n1CCO,-0.02,0.0,0.09201999999999994
Oc1ccccc1C(F)(F)F,2.8,2.48,2.4110000000000005
NC(=O)c1ccccc1F,0.59,0.2,0.9246000000000001
OC(=O)c1ccccc1F,1.77,1.73,1.5239
Nc1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,2.29,2.25,2.104
Nc1ccc(C(O)=O)c(F)c1,1.29,0.82,1.1061
[O-][N+](=O)c1ccc(F)cc1O,1.91,2.11,1.4395
OCc1ccccc1F,1.31,1.28,1.318
C[n]1c[n]c(c1Sc1[n]c[n]c2[n]c[nH]c12)[N+]([O-])=O,0.1,-0.09,1.1457999999999997
Oc1cc(CC(O)=O)c(O)cc1,0.86,0.47,0.7248999999999999
O=C(Cc1ccccc1)c1ccccc1,3.18,3.38,3.112000000000002
OC(=O)Cc1ccccc1F,1.5,1.63,1.4528
CCOc1cc2[s]c([n]c2cc1)S(N)(=O)=O,2.01,2.08,1.3423999999999998
Cc1cc(O)c(O)cc1,1.37,1.58,1.4062199999999998
OC(CF)CF,-0.36,0.16,0.28630000000000005
CCOC(=O)C(F)F,0.87,0.67,0.8146
O=Cc1cc(ccc1)C(F)(F)F,2.47,2.67,2.517900000000001
OC(=O)c1cc(ccc1)C(F)(F)F,2.95,2.84,2.403600000000001
Nc1ccc(cc1)C(F)(F)F,1.95,2.04,2.2876000000000003
Cc1ccc(cc1)S(=O)(=O)F,2.74,3.18,1.65322
OC(=O)c1ccc(cc1)C(F)(F)F,3.1,2.84,2.403600000000001
CC(=O)c1cccc(F)c1,1.77,1.87,2.0282999999999998
NC(=O)c1cccc(F)c1,0.91,0.94,0.9246000000000001
OC(=O)c1cccc(F)c1,2.15,2.07,1.5239
Nc1ccc(cc1F)C(O)=O,1.41,1.16,1.1061
OC(=O)c1ccc(F)cc1,2.07,2.07,1.5239
Fc1cc(CCl)ccc1,2.77,2.99,2.5645000000000007
COc1cccc(F)c1,2.36,2.27,1.8342999999999998
FC(F)(F)Oc1ccccc1,3.17,3.04,2.5852000000000004
FC(F)(F)Sc1ccccc1,3.57,3.56,3.2985000000000015
O=S(=O)(Nc1ccccc1)C(F)(F)F,3.05,3.08,1.9481
CCNC(C)Cc1cc(ccc1)C(F)(F)F,3.36,3.68,3.2459000000000024
FC(F)Oc1ccccc1,2.44,2.43,2.2880000000000003
ON=Cc1ccc(F)cc1,2.03,2.07,1.6338
O=CNc1ccc(F)cc1,1.27,1.33,1.394
OCc1ccc(F)cc1,1.36,1.28,1.318
O=Cc1ccc(F)cc1,1.54,1.91,1.6382
COc1ccc(F)cc1,2.26,2.27,1.8343
Fc1ccc(Br)cc1,3.08,3.08,2.5882000000000005
